,title,synopsis,label
6271,Hoboken Hollow,"as trevor drifts through texas on collision course with a nightmare he is still haunted by the evils of the war he recently returned from and a promise he failed to keep. when a stranger offers a ride, trevor finds himself battling the brutal homegrown evil of the broderick family at hoboken hollow,a remote west texas ranch that many visit but few ever leave.",12
6272,An Extremely Goofy Movie,"it's all extreme sports and a life of freedom as max sets off for college -- but goofy misses max so much he loses his job and goes to finish college alongside max and his friends. but as goofy tries to get closer to max, both must go to the extreme to learn how to live their own lives together.",5
6273,Kabluey,"leslie is left with few options when her husband is sent back to war in the middle east. a modest amount of help arrives in the form of his brother, salman, who is less than prepared to care for the couple's two preadolescent boys. when leslie still can't make ends meet on her own, salman is forced to find employment, but, with minimal qualifications, his only option is to become a mascot for a digital company by donning a bulbous blue costume.",12
6274,The Tigger Movie,"winnie the pooh, piglet, owl, kanga, roo, and rabbit are preparing a suitable winter home for eeyore, the perennially dejected donkey, but tigger's continual bouncing interrupts their efforts. rabbit suggests that tigger go find others of his kind to bounce with, but tigger thinks ""the most wonderful thing about tiggers is"" he's ""the only one!"" just in case though, the joyously jouncy feline sets out to see if he can find relatives.",3
6275,Tarzan II,"experience the beginning of the legend with disney's tarzan ⅱ, a hilarious, all-new, animated motion picture loaded with laughs, irresistible new songs by phil collins, and the inspired voice talent of glenn close, george carlin, and emmy award winner brad garrett. before he was king of the jungle, tarzan was an awkward young kid just trying to fit in. when one of his missteps puts his family in jeopardy, tarzan decides they would be better off without him. his thrilling new journey brings him face to face with the mysterious zugor, the most powerful force in the land. together, tarzan and zugor discover that being different is not a weakness and that friends and family are the greatest strength of all. this action-packed adventure is sure to delight the entire family. get ready to go ape over disney's wild, new tarzan ⅱ.",4
6276,Flowers in the Attic,"after the death of her husband, a mother takes her kids off to live with their grandparents in a huge, decrepit old mansion. however, the kids are kept hidden in a room just below the attic, visited only by their mother who becomes less and less concerned about them and their failing health, and more concerned about herself and the inheritence she plans to win back from her dying father.",1
6277,Foul Play,"a shy san francisco librarian and a bumbling cop fall in love as they solve a crime involving albinos, dwarves, and the catholic church.",2
6278,Mommie Dearest,"in this biographical film, glamorous yet lonely star joan crawford takes in two orphans, and at first their unconventional family seems happy. but after joan's attempts at romantic fulfillment go sour and she is fired from her contract with mgm studios, her callous and abusive behavior towards her daughter christina becomes even more pronounced. christina leaves home and takes her first acting role, only to find her mother's presence still overshadowing her.",11
6279,Noise,a man who is being driven crazy by the noise in new york city decides to take vigilante action against it.,4
6280,Quid Pro Quo,a semi-paralyzed radio reporter is sent out to investigate a story that leads him into an odd subculture and on a journey of disturbing self-realization.,3
6281,Right at Your Door,"a dirty bomb goes off in los angeles, jamming freeways and spreading a toxic cloud.",3
6282,The Eyes of Tammy Faye,"a documentary look, mostly through the eyes of tammy faye bakker messner, at her rise and fall as a popular televangelist with husband jim bakker.",0
6283,The Last Winter,"in the arctic region of northern alaska, an oil company's advance team struggles to establish a drilling base that will forever alter the pristine land. after one team member is found dead, a disorientation slowly claims the sanity of the others as each of them succumbs to a mysterious fear.",3
